"1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","species"
2,371867.474052998,0,1,170857.73326246,7928314.16689412,63096.5426148804,121991.861507581,9590563.11331813,9289006.45732371,19528.7848585648,1171420.30097063,8313262.45078803,8584824.48877111,17797083.410852,112072.462939963,10521754.7429393,1,2,11141891.7095696,12954464.6500675,NA,359190.116915746,NA,239.677526274872,2,2142.98968461227,2,NA,2,1,NA,NA,4506061.69925736,1,453398.487587508,NA,NA,NA,1,716614.509348651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Persicaria persicaria"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1470829.82542342,13018387.9168351,3908362.63841085,19365303.267233,14532728.2355935,15981460.7769719,1,1460501.10168998,2,26396825.5330321,NA,NA,NA,1,2,NA,1,NA,11262960.8251392,NA,NA,NA,25690.8038635956,1,NA,35068257.8564249,2,0,NA,741967.795297795,NA,1,2,1,114.905234076691,1,2426371.06193277,7815073.43839377,5885153.84149875,2136687.49521838,1183823.27719052,5286876.64526179,NA,"Chenopodium album"
1,2,1,898112.813278942,3253222.90397241,7803.44306098862,10166.5591672745,127569.485354311,8.09165948562622,1,653566.645511031,618614.680729294,16186063.4614875,2777725.40910371,1,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,44131.3291394669,NA,1,1341449.10304261,NA,"Digitaria ischaemum"
1,NA,NA,NA,402707.873910045,NA,1,1,891971.266161953,1,NA,NA,2,NA,654104.113988112,1,1,NA,2,0,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,454490.868429555,NA,NA,NA,1,1,NA,NA,1,1757043.88106206,1,9996652.34012379,9754475.73440352,674644.398964381,8824282.6574101,1542331.69977233,3361562.37976517,NA,"Myriophyllum spicatum"
NA,1,2,0,155548.646309082,NA,NA,2,NA,2,2,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,1,NA,575218.6560907,NA,"Acorus calamus"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4219.33054593811,2,57623.3265332169,1,191436.775526171,8793825.50539169,7876460.33138846,12096724.7845047,9418271.24937369,12096916.7992336,11461126.6488047,5530195.20568917,224789.603102355,"Lepomis gibbosus"
NA,NA,NA,6.46490882453918,NA,0,NA,1168321.99045215,917857.685399839,1,132040.765485877,693810.179860973,5113356.33625378,953729.512582022,NA,15761.46855522,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Galinsoga ciliata"
NA,NA,2,400309.773353482,2,2,1,NA,1,1,631565.986692227,1,1125027.83193238,16649629.7215046,1,NA,NA,1,NA,NA,1,11664.4184900345,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,365.534054721069,NA,NA,1,1,1,1,NA,2469611.72846365,NA,"Agrostis gigantea"
19767.0604952599,2,1,17.6018837001801,1288809.19704834,101179.882573086,241721.153365693,1,1,2,164600.519732864,2,1,2,1026726.00799334,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,179.763864823151,NA,2,NA,338976.340527689,2,5681022.334919,1967230.53739238,15034576.619664,2062324.9711928,3186651.80491213,NA,"Stachys palustris"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2340239.4956494,1,1039836.6845441,73928.3829977051,2508388.71078975,193329.249980019,24655741.6861495,29881033.2276423,16989264.7517739,26454391.5191898,30691271.4630663,33638630.0542245,35913380.7691889,2621471.99905773,"Esox lucius"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1318539535522,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,206669.003649228,NA,NA,NA,"Veronica filiformis"
NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,89380.3872915878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,39.2985507904053,NA,"Cannabis sativa"
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,78821.9443125977,1,2,1,NA,"Galium verum"
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,0.581159007263184,1,3053401.01364151,443194.331363837,3455473.6387704,4484700.4784646,3028162.33499315,84289.1697971985,"Viburnum lantana"
0,1,1,72.6827939220428,1,2,1,NA,71.2893593425751,0,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1307.32436913605,2,NA,NA,NA,1,1,1,1,NA,NA,1,NA,2,1,1,NA,1,NA,NA,NA,2913.11813886642,111836.448011227,319083.339451389,330709.21556836,5761847.27365501,NA,"Vicia sepium"
19230.6282364792,NA,NA,NA,NA,NA,1,NA,NA,1,1,2,NA,2,NA,1,1,NA,2,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,337663.083169719,NA,2018074.93046051,1656663.53915731,7771543.78546246,44340.7972029716,2,NA,"Filipendula ulmaria"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,225.183402416229,NA,"Esox niger"
NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1873002.57106682,1088879.90651515,2,7055611.78415101,2800037.11259838,NA,"Digitalis purpurea"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,626325.005512925,28.6163858596802,1371578.13633661,1715786.31974248,1,"Melissa officinalis"
NA,NA,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,1112640.20110435,415036.121591844,24090805.6113082,6692772.04410506,1,"Caragana arborescens"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,"Potentilla reptans"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5547638.80314581,1274915.98110425,134407.948647702,148785.118282077,1286.1078495575,90.983639969635,"Pulmonaria officinalis"
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,2,NA,NA,NA,1,118717.398193362,417530.677694339,13710219.5016528,6536634.6896487,6254842.40642063,12114649.9884903,8435657.63380324,18633652.1532085,"Carabus granulatus"
2,1,NA,67.5342119167328,NA,NA,NA,0.00796538276672363,NA,NA,83.7840413326263,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,2,2,457700.443347297,5514936.41657272,2,1396130.41160875,1512522.82233005,4689389.46990653,1628022.64969245,10586496.2642393,NA,"Symphytum officinale"
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,72211.7681783749,324537.298563225,11631191.2647389,5893826.71096677,26526996.618912,17653515.0830482,14345896.4882256,NA,"Trifolium campestre"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8210.20280662155,1,NA,4305.5626340416,1781518.56279998,67.1630200042725,284533.786593114,6742095.86214279,30800959.4931707,29080025.9017718,13644381.6241842,16492997.9088057,2348761.44161367,"Salticus scenicus"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2397.67855513039,NA,"Scardinius erythrophthalmus"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,122.386189806747,NA,609.864304964447,130460.22220247,118.113885553741,7288.98607490578,1191.53357277679,1,"Prunus padus"
NA,2,NA,24.0656635887146,NA,2,NA,NA,2,1,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,6042519.00923832,1,NA,2762123.75398294,5605815.96975902,7481366.14257131,21695624.6258366,11383093.7663942,NA,"Veronica longifolia"
NA,NA,NA,18.7462418071747,8.32760574989319,NA,1,NA,1,0.000363822174072266,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,1,1,2,2,273833.167762198,1,"Veronica arvensis"
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4630.34040403442,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1934.20721346359,NA,1,10.5218053733826,2,2228992.89699336,2794643.23336727,3868240.46626317,2,1140862.12253775,NA,"Inula helenium"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14.2874798080444,2,NA,756259.669427879,1006595.82365285,NA,NA,167313.727315083,NA,648.836618044281,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,2,1,2960160.56297434,2009.03677501678,214262.037532066,163498.93946056,NA,"Setaria faberi"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.605822034836,9896132.31551509,7679979.06802186,13295653.6101858,8889687.55913526,185475.953076296,"Acer platanoides"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2517726.87882442,2,1195048.51637041,1,"Quercus robur"
1299.09135577545,2,3553070.79134893,0,19.8246895038605,NA,387.940617139053,2,1,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,1,2,1,2,5437.45517150574,1,1,1,542457.428017881,13136718.5643958,16821780.6378871,3484897.06420373,4513579.01290907,21660714.2421453,NA,"Persicaria maculosa"
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,6628.22514422913,2,2,2028274.47007023,1576386.08354133,10861625.798585,4229597.10823505,4577680.8187599,3677817.2342623,"Scilla siberica"
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,113263.361118313,671733.018376664,NA,"Ornithogalum umbellatum"
NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,"Lobularia maritima"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1153281.76483168,67192.8373234611,752043.527736006,767029.951276142,2,"Dreissena polymorpha"
2,NA,NA,1,17166.6271143284,90069.1839987854,1,2249724.3041289,2,2,2161769.21247093,1,1142247.01168206,39728.8396742157,2,1,199432.991613474,1,1,NA,NA,2,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,1,0,2,5825311.4919752,NA,1,1,2859327.39176895,1,1431165.99194665,66679.7458273224,1453636.11388416,1,"Senecio vulgaris"
NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,8285779.96872193,NA,2,NA,"Solanum tuberosum"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Foeniculum vulgare"
NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,6294469.72713669,1739559.61003688,6989908.07133129,6027744.21217836,13190955.5804713,NA,"Centaurea montana"
2,2,61113.7538029861,41.3161149944305,1,NA,1,654537.787222453,13203118.9458497,NA,4991.44114152832,315797.556152901,3226137.77457549,396202.233320165,1,1,NA,NA,0,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,3412733.12343221,NA,2,1,2,6881087.67159275,4321201.86797595,434734.301208046,16211397.5336533,NA,"Erucastrum gallicum"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3217.9686415451,181050.633750208,1,39923.3315136864,"Galanthus nivalis"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2428131.54975692,1509390.01028234,2454039.60172959,803441.07661487,1137992.46496242,11812.3818382774,"Aesculus hippocastanum"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,"Rheum rhabarbarum"
NA,NA,NA,NA,0,NA,1,NA,7868.70352607269,NA,5541.78592132721,2,2,20210.2576494995,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,962047.171678326,351305.174651657,1535007.75653583,1543622.69696555,3941422.84645424,198515.880398995,NA,"Convolvulus arvensis"
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,2,1,100468.007979454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,1,2587069.41314715,NA,1,1,NA,"Fagopyrum esculentum"
1,336019.849981251,1,2,NA,6720.75147133484,NA,0.102658979415894,6524.7839685463,1623.2964558609,NA,7432.61204254036,4783229.42059723,128664.647986227,NA,NA,1,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,11201227.2287427,1,2,1,1,NA,1,108369.294590314,NA,NA,NA,736.777244469452,1,1,75830.0953554871,1707080.39158564,16671433.7828623,23541086.4537777,8816438.43685059,1121521.77244933,NA,"Sonchus asper"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,810567.430714402,6728.93257270164,2,1,1,NA,"Rudbeckia triloba"
NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,42692.6215178383,69786.1189396965,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidium ruderale"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"Streptopelia decaocto"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1079124.35480557,NA,"Sus scrofa"
NA,NA,1,2,NA,NA,NA,NA,2785.84429084473,0,NA,13944.8331228149,368724.070979746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,"Brassica nigra"
NA,NA,1,1,NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,"Rumex longifolius"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0.264241250610352,80924.0081459412,588895.616782987,69242.6086208275,66520.5277258175,880211.86047776,NA,"Cheiracanthium mildei"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8261.79359535065,622838.209524393,1792046.45945249,1864029.42478784,364132.670484357,"Viola odorata"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,2,NA,"Ribes uva-crispa"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,2,1,9302258.22254058,5304265.46536483,56853.6061061554,9197147.87795714,159099.292159379,"Hippophae rhamnoides"
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Echinochloa frumentacea"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,677766.940709687,NA,"Pristiphora geniculata"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,"Synageles venator"
NA,NA,0,0,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,1752187.61822773,2,"Amara aenea"
1,1212163.97759319,NA,67.431545500946,833829.7766716,2,2,885.813593523407,4529242.08191106,1,2,2,134704.252829465,903530.602922186,135523.236330021,2090360.26345876,1,NA,NA,2,1,2,1,1239.23248763428,NA,1,NA,2,NA,2,NA,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,264938.760625234,56015.5567418816,1023.49411632156,NA,"Stellaria media"
1,1,NA,484.247422644806,1,1,NA,NA,1300.89856520309,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1.7232558467865,1,NA,1,2,24.414923059082,3043662.34289906,115764.523255225,2971941.12735693,2999034.62167898,7705804.36317205,NA,"Lapsana communis"
NA,NA,NA,285.315345659637,2,NA,1,36320.0758669334,8805.91528642197,2,NA,1,165105.160067351,167370.721089642,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,1,2,NA,1,2,2699.60611501427,NA,NA,1,228333.743501006,276595.525268903,360779.484747384,6523635.39267496,352201.051064779,NA,"Sonchus oleraceus"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,2,NA,1,NA,1,2,2,1052780.56790846,660046.149709419,NA,"Oncorhynchus mykiss"
1,NA,NA,2.70919038963318,NA,NA,NA,1,1360.45035413628,1,85.7202599323273,1309.44943752899,0,1004.80966260681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,2702377.33514341,2574623.41483351,2741197.94153217,1175975.81607619,26713.693606234,NA,"Geum urbanum"
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1875119.26538358,2,2,NA,"Lunaria annua"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,0,NA,1,1,2,3570.10050111389,2,782134.43144381,2,1441616.49731638,NA,"Heracleum mantegazzianum"
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,116275.051253271,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Callitriche stagnalis"
